amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
105-4948692-9171466		2012-02-29T22:33:23+00:00	2012-03-02T13:48:43+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-23-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				DURANGO	CO	81301	US		
002-1443619-8243430		2012-02-29T21:20:32+00:00	2012-03-01T14:31:25+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49		0.0				San Clemente	CA	92672-4540	US		
002-5128253-5516200		2012-02-29T21:05:49+00:00	2012-03-02T14:06:36+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Complete Set - Light, Medium, Heavy, Robust, Power, Strong Bands (#1 - #6)	COMBO-123456-PU	B0058V0LN2	Shipped	1	USD	155.99		6.49		0.0				CHARLOTTE	NC	28202-2026	US		
104-9521133-7235449		2012-02-29T20:33:49+00:00	2012-03-02T13:54:58+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				MOBILE	AL	36606-1822	US		
103-6509471-3599423		2012-02-29T19:55:49+00:00	2012-03-02T13:56:51+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-345-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49		0.0				NY	NY	10019-4038	US		
105-5829446-7815431		2012-02-29T19:16:01+00:00	2012-02-29T19:56:58+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99		0.0				Kennesaw	GA	30144-5233	US		
102-5482650-5600206		2012-02-29T18:20:04+00:00	2012-03-02T14:02:14+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-23-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				Palatka	FL	32177	US		
102-3490288-4693867		2012-02-29T18:02:16+00:00	2012-03-02T14:03:50+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99		0.0				CAPE MAY	NJ	08204-3102	US		
104-0936694-9220258		2012-02-29T16:53:06+00:00	2012-02-29T19:58:30+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-25-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49		0.0				SAVANNAH	GEORGIA	31410-3319	US		
103-5675946-4729833		2012-02-29T16:52:19+00:00	2012-02-29T20:01:34+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		3.25		0.0				SOMERVILLE	MA	02143-1852	US		
103-5675946-4729833		2012-02-29T16:52:19+00:00	2012-02-29T20:01:34+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		2.74		0.0				SOMERVILLE	MA	02143-1852	US		
102-7622285-9033862		2012-02-29T16:34:17+00:00	2012-03-02T13:59:34+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99		0.0				COLORADO SPRINGS	CO	80918-4514	US		
103-9878992-3801056		2012-02-29T16:20:40+00:00	2012-02-29T19:59:27+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99		0.0				FRIENDSVILLE	TN	37737-3345	US		
104-3648524-9914618		2012-02-29T16:00:19+00:00	2012-03-02T13:55:44+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-23-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				WILLIAMSPORT	PA	17701-5138	US		
002-3937280-0474606		2012-02-29T15:46:32+00:00	2012-03-02T14:07:51+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99		0.0				FORT WAYNE	IN	46804-5116	US		
102-4101394-3963469		2012-02-29T15:06:43+00:00	2012-03-02T14:03:03+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-23-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				Nashville	TN	37205-2413	US		
002-6240689-8489864		2012-02-29T14:59:39+00:00	2012-03-01T14:30:21+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	4	USD	102.0		6.49		0.0				TEMPE	AZ	85283-4331	US		
102-9042402-0599410	102-9042402-0599410	2012-02-29T14:58:31+00:00	2012-03-01T00:12:31+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	SecondDay	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5								Frisco	TX	75034	US		
102-1188892-7755466		2012-02-29T13:56:42+00:00	2012-02-29T20:03:09+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-25-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49		0.0				Lexington	KY	40517-1514	US		
105-9978255-0805016		2012-02-29T13:01:01+00:00	2012-02-29T19:54:49+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Robust, Power Bands (#4 & #5)	COMBO-45-PU	B006429NOW	Shipped	1	USD	64.95		5.49		0.0				Lafayette	LA	70508-7473	US		
002-7966908-3594611	002-7966908-3594611	2012-02-29T12:23:31+00:00	2012-03-05T08:02:13+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Powerlifting Band - Power (50 - 120 Lbs Resistance)	PLB-4	B0053YB2WI	Shipped	1	USD	39.95		6.17					6.17	HIGHLAND	ILLINOIS	62249-1502	US	SSOF SSS-25	
105-4118922-6996264		2012-02-29T11:03:23+00:00	2012-03-02T13:50:31+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		2.75		0.0				APO	AP	96367	US		
105-4118922-6996264		2012-02-29T11:03:23+00:00	2012-03-02T13:50:31+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.74		0.0				APO	AP	96367	US		
103-6528723-8162621	103-6528723-8162621	2012-02-29T09:54:42+00:00	2012-03-04T00:35:17+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5		3.71					3.71	LOS ANGELES	CA	90066-7075	US	SSOF SSS-25	
104-6330180-1973054		2012-02-29T07:48:38+00:00	2012-03-01T14:03:19+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49		0.0				ATLANTA	GA	30339	US		
105-1814494-8330616		2012-02-29T07:24:55+00:00	2012-03-01T14:02:05+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		0.0		0.0				COLUMBUS	OHIO	43232-6429	US		
105-8840785-8566633		2012-02-29T07:22:11+00:00	2012-03-01T13:56:00+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99		0.0				Austin	tx	78705	US		
103-2117446-3323456		2012-02-29T06:33:43+00:00	2012-03-01T19:01:45+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		2.74		0.0				SEASIDE	CA	93955-6022	US		
103-2117446-3323456		2012-02-29T06:33:43+00:00	2012-03-01T19:01:45+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		2.75		0.0				SEASIDE	CA	93955-6022	US		
104-1760287-3289022		2012-02-29T05:41:12+00:00	2012-03-01T14:04:17+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99		0.0				TOPEKA	KS	66614-2806	US		
002-5111159-4981868		2012-02-29T05:26:33+00:00	2012-03-01T19:24:43+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	2	USD	39.0		5.49		0.0				FOB Shank APO	AE	09364	US		
103-8092525-0229865		2012-02-29T04:20:56+00:00	2012-03-01T18:52:27+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99		0.0				ORMOND BEACH	FL	32174-9323	US		
103-7911286-2367445		2012-02-29T03:34:41+00:00	2012-03-01T18:53:23+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				PHOENIX	AZ	85044-6652	US		
103-9762244-9322641	103-9762244-9322641	2012-02-29T03:22:26+00:00	2012-02-29T21:05:08+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	SecondDay	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5								Ruskin	FL	33573	US		
105-0925417-9173841		2012-02-29T03:14:10+00:00	2012-03-01T18:48:26+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				BAYONNE	NJ	07002-4303	US		
104-6854155-2813827		2012-02-29T03:09:37+00:00	2012-03-01T18:49:03+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				VIRGINIA BEACH	VA	23456-6752	US		
002-6254993-3581841		2012-02-29T03:02:40+00:00	2012-03-01T19:22:17+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				Selbyville	DE	19975	US		
105-5292178-5672224		2012-02-29T01:58:02+00:00	2012-03-01T18:47:36+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Power Bands (#3 & #5)	COMBO-35-PU	B006429MPW	Shipped	1	USD	58.95		5.49		0.0				Tehachapi	CA	93561	US		
103-3373156-4157022	103-3373156-4157022	2012-02-29T01:45:26+00:00	2012-03-14T21:03:21+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	NextDay	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5								MOORE	OK	73160-2039	US		
105-5852835-6877031		2012-02-29T01:31:31+00:00	2012-03-01T13:57:16+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	2	USD	51.0		5.49		0.0				MINDEN	NEVADA	89423-2981	US		
002-8149057-1436206	002-8149057-1436206	2012-02-29T01:19:19+00:00	2012-03-01T01:18:59+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5		2.37					2.37	Sugar Land	TX	77479-5327	US	SSOF SSS-25	
002-8149057-1436206	002-8149057-1436206	2012-02-29T01:19:19+00:00	2012-03-01T01:18:59+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5		2.37					2.37	Sugar Land	TX	77479-5327	US	SSOF SSS-25	
002-2398621-4649864		2012-02-29T00:46:10+00:00	2012-03-01T19:27:33+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy, Robust Bands (#2, #3, #4)	COMBO-234-PU	B006JOZ5SI	Shipped	1	USD	58.95		5.49		0.0				LAREDO	TEXAS	78045-7838	US		
104-0029958-4433869	104-0029958-4433869	2012-02-29T00:39:32+00:00	2012-03-06T07:50:29+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5		1.84					1.84	HONOLULU	HI	96826-5033	US	SSOF SSS-25	
104-0029958-4433869	104-0029958-4433869	2012-02-29T00:39:32+00:00	2012-03-06T07:50:29+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5		1.84					1.84	HONOLULU	HI	96826-5033	US	SSOF SSS-25	
103-7325995-3111407		2012-02-29T00:21:18+00:00	2012-03-01T18:59:23+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Bamboo Barbell 46 inch Bar	ACC-5	B005VRLAHY	Shipped	1	USD	29.95		5.49		0.0				CHICAGO	IL	60636-3827	US		
103-7325995-3111407		2012-02-29T00:21:18+00:00	2012-03-01T18:59:23+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Mobile Travel Gym Resistance Exercise Band Package Kit - Robust	MGPMAIN-4	B0053U4NTG	Shipped	1	USD	94.5		0.0		0.0				CHICAGO	IL	60636-3827	US		
104-5532762-3531461	104-5532762-3531461	2012-02-28T23:31:11+00:00	2012-02-29T04:47:46+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	SecondDay	Rubberbanditz Powerlifting Band - Power (50 - 120 Lbs Resistance)	PLB-4	B0053YB2WI	Shipped	1	USD	39.95								Teaneck	NJ	07666	US		
104-5532762-3531461	104-5532762-3531461	2012-02-28T23:31:11+00:00	2012-02-29T04:47:46+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	SecondDay	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5								Teaneck	NJ	07666	US		
103-0942464-9432241	103-0942464-9432241	2012-02-28T23:00:28+00:00	2012-02-29T04:39:22+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	SecondDay	Rubberbanditz Powerlifting Band - Strong (60 - 150 Lbs Resistance)	PLB-5	B0054GSIM2	Shipped	1	USD	54.95								Bridgewater	NJ	08807-1410	US		
002-0869747-4621846		2012-02-28T22:59:48+00:00	2012-03-01T19:30:09+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		2.74		0.0				HUNTINGTON BEACH	CA	92648-3526	US		
002-0869747-4621846		2012-02-28T22:59:48+00:00	2012-03-01T19:30:09+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		3.25		0.0				HUNTINGTON BEACH	CA	92648-3526	US		
103-0444627-0410640	103-0444627-0410640	2012-02-28T22:55:11+00:00	2012-02-29T04:47:28+00:00	Shipped	Amazon	Amazon.com		http://www.amazon.com	SecondDay	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5								CHICAGO	IL	60622-5896	US		
002-2658232-1417019		2012-02-28T22:37:56+00:00	2012-03-01T19:26:28+00:00	Shipped	Merchant	Amazon.com		http://www.amazon.com	Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	33.45		4.99		0.0				Falls Church	VA	22046	US		
103-6817394-8643465		2012-02-28T21:30:04+00:00	2012-03-01T19:00:54+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-345-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49		0.0				Maryville	TN	37803	US		
